dimension;identifier;name_eng;desc_eng;synonyms_eng;name_swe;desc_swe;synonyms_swe
Grundfunktioner och Komponenter;KED;electric network switch;electric signal relaying object by forwarding the input to specific devices within a data network;;Switch;elektrisk signalfördelande objekt som vidarebefordrar signaler till specifik utrustning i ett datanät;
Grundfunktioner och Komponenter;KF;electric signal relaying object;information processing object for relaying electric signals;;Elektrisk signalbehandlande objekt;informationsbehandlande objekt för behandling av elektriska signaler;
Grundfunktioner och Komponenter;KFA;computer;electric signal processing object with human intervention;PC, personal computer, tablet computer;Dator;elektrisk signalbehandlande objekt med mänsklig intervention;brandförsvarstablå, datorplatta, kodare, laptop, läsplatta, pc, protokollkonverterare, översättare
Grundfunktioner och Komponenter;KFB;control unit;electric signal processing object without human intervention for control of devices;central processing unit (CPU), distance protection and control Unit, programmable logic controller (PLC), remote terminal unit (RTU), remote telecontrol unit (RTU), synchronizing device, synchronizing relay;Styr- och regleringsenhet;elektrisk signalbehandlande objekt utan mänsklig intervention för kontroll av utrustning;RTU, brandlarmscentral, centralapparat, DUC, kontrollapparat, larmlagringstablå, PLC, reglercentral, signalsäkerhetsställverk, styrapparat, styrenhet, telefonväxel, utestation, videoväxel
Grundfunktioner och Komponenter;KFC;electric network switch;electric signal relaying object by forwarding the input to specific devices within a data network;;Server;elektrisk signalbehandlande objekt utan mänsklig intervention;
Grundfunktioner och Komponenter;KG;optical signalling object;information processing object of optical signals;;Optisk signalbehandlande objekt;signalbehandlande objekt för optiska signaler;
Grundfunktioner och Komponenter;KGA;optical network switch;optical signalling object actively by forwarding the input to specific devices within an optical network;;Optisk omkopplare;optisk signalbehandlande objekt som aktivt vidarebefordrar input till specifika apparater i ett optiskt nätverk;optisk switch
Grundfunktioner och Komponenter;KGB;optical router;optical signalling object forwarding data packages between computer networks;;Optisk router;optisk signalbehandlande objekt som vidarebefordrar datapaket mellan datornätverk;
Grundfunktioner och Komponenter;KGC;optical repeater;optical signalling object by repeating the input signal as an improved output signal;;Optisk repeater;optisk signalbehandlande objekt som repeterar insignalen som en förbättrad utsignal;optisk förstärkare
Grundfunktioner och Komponenter;KH;fluid signalling object;information processing object of fluid signals;hydraulic and pneumatic signals;Fluidsignalbehandlande objekt;signalbehandlande objekt för flödessignaler;hydrauliska och pneumatiksa signaler
Grundfunktioner och Komponenter;KHA;fluid controller;fluid signalling object for feedback control;;Regulator;flödessignalbehandlande objekt för återkopplande kontroll;
Grundfunktioner och Komponenter;KHB;pilot valve;fluid signalling object relaying signals;;Pilotventil;flödessignalbehandlande objekt som vidareförmedlar signaler;
Grundfunktioner och Komponenter;KJ;mechanical signalling object;information processing object of mechanical signals;;Mekanisk signalbehandlande objekt;signalbehandlande objekt för mekaniska signaler;
Grundfunktioner och Komponenter;KJA;mechanical regulator;mechanical signalling object adjusting an air or fluid flow ;;Mekanisk regulator;mekanisk signalbehandlande objekt som justerar ett gas- eller vätskeflöde;
Grundfunktioner och Komponenter;KJB;locking cylinder;mechanical signalling object for locking/unlocking of a locking mechanism;;Låscylinder;mekanisk signalbehandlande objekt som låser/låser upp en låsmekanism;
Grundfunktioner och Komponenter;KJC;key coded device;mechanical signalling object providing a binary state of a mechanical device;;Kodlås;mekanisk signalbehandlande objekt som åstadkommer ett binärt tillstånd hos en mekanism;handtagskodlås
Grundfunktioner och Komponenter;KZ;multiple kind signalling object;information processing object of signals of multiple types;;Multipel signalfördelande objekt;signalbehandlande objekt av multipla typer av signaler;
Grundfunktioner och Komponenter;KZA;multiple kind switch;multiple kind signalling object forwarding the input to specific devices;;Multiswitch;multipel signalbehandlande objekt som vidarebefordrar input till specifika apparater;
Grundfunktioner och Komponenter;M;driving object;object for providing mechanical movement or force;;Drivande objekt;objekt för tillhandhållande av mekanisk rörelse eller kraft;
Grundfunktioner och Komponenter;MA;electromagnetic rotational driving object;driving object in the form of rotational torque, powered by electromagnetic force;;Elektromagnetiskt rotationsdrivande objekt;drivande objekt genom rotationskraft driven av elektromagnetisk kraft;
Grundfunktioner och Komponenter;MAA;electric motor;electromagnetic rotational driving object providing continuous rotation;a.c. motor, asynchronous motor, d.c. motor, induction motor, PM motor, servo-motor, synchronous motor;Elmotor;elektromagnetiskt rotationsdrivande objekt som åstadkommer en kontinuerlig rotation;driv, ställdon
Grundfunktioner och Komponenter;MAB;stepper motor;electromagnetic rotational driving object providing discrete rotational steps;;Stegmotor;elektromagnetiskt rotationsdrivande objekt som åstadkommer diskreta rotationssteg;
Grundfunktioner och Komponenter;MB;electromagnetic linear driving object;driving object in the form of linear force, powered by electromagnetic force;;Elektromagnetiskt linjärt drivande objekt;drivande objekt genom linjär kraft, driven av elektromagnetisk kraft;
Grundfunktioner och Komponenter;MBA;linear motor;electromagnetic rotational driving object providing continuous movement;;Linjär motor;elektromagnetiskt linjärt drivande objekt som åstadkommer kontinuerlig rörelse;
Grundfunktioner och Komponenter;MBB;electromagnet;electromagnetic rotational driving object providing discrete linear steps;actuator, solenoid;Solenoid;elektromagnetiskt linjärt drivande objekt som åstadkommer diskreta linjära steg;aktuator, elektromagnet, växeldriv
Grundfunktioner och Komponenter;MC;magnetic force driving object;driving object powered by magnetic force;;Magnetiskt drivande objekt;drivande objekt genom magnetisk kraft;
Grundfunktioner och Komponenter;MCA;permanent magnet;magnetic force driving object by permanent magnet;;Permanentmagnet;magnetiskt drivande objekt genom permanentmagnet;
Grundfunktioner och Komponenter;MD;piezoelectric driving object;driving object powered by piezoelectric force;;Piezoelektriskt drivande objekt;drivande objekt genom piezoelektrisk effekt;
Grundfunktioner och Komponenter;MDA;piezoelectric actuator;piezoelectric driving object by piezoelectric crystal;;Piezoelektrisk motor;piezoelektriskt drivande objekt genom piezoelektrisk kristall;piezoelektrisk aktuator
Grundfunktioner och Komponenter;ML;mechanical energy driving object;driving object powered by mechanical energy;;Mekaniskt kraftdrivande objekt;drivande objekt genom mekanisk energi;
Grundfunktioner och Komponenter;MLA;gravity energy drive;mechanical energy driving object releasing gravitational energy;roller coaster;Gravitationsdrivare;mekaniskt kraftdrivande objekt genom frisläppande av gravitationsenergi;
Grundfunktioner och Komponenter;MLB;elastic energy drive;mechanical energy driving object releasing elastic energy;spring actuator device;Elastisk drivare;mekaniskt kraftdrivande objekt genom frisläppande av elastisk energi;omläggningsanordning
Grundfunktioner och Komponenter;MLC;wind turbine;mechanical energy driving object in the form of kinetic energy in blowing air;;Vindturbin;mekaniskt kraftdrivande objekt genom kinetisk energi i blåst;
Grundfunktioner och Komponenter;MLD;water turbine;mechanical energy driving object in the form of kinetic energy in streaming water;;Vattenturbin;mekaniskt kraftdrivande objekt genom kinetisk energi i strömmande vatten;
Grundfunktioner och Komponenter;MLE;gas turbine;mechanical energy driving object in the form of kinetic energy and reaction force in streaming and/or expanding gases;;Gasturbin;mekaniskt kraftdrivande objekt genom kinetisk energi och reaktiv kraft i strömmande och/eller expanderande gas;
Grundfunktioner och Komponenter;MM;fluid powered driving object;driving object powered by fluid displacement or pressure;;Flödesdrivet drivande objekt;drivande objekt genom fluidförflyttning eller fluidtryck;
Grundfunktioner och Komponenter;MMA;hydraulic cylinder;fluid powered driving object providing movement corresponding to a liquid volume;;Hydraulcylinder;flödesdrivande objekt som åstadkommer rörelse motsvarande en vätskevolym;lyftcylinder
Grundfunktioner och Komponenter;MMB;pneumatic cylinder;fluid powered driving object providing movement to end positions depending on the gaseous pressure;;Pneumatisk cylinder;flödesdrivande objekt som åstadkommer rörelse till ändpositioner beroende på gastryck;
Grundfunktioner och Komponenter;MMC;hydraulic motor;fluid powered driving object providing rotation by a flowing liquid;;Hydraulmotor;flödesdrivande objekt som åstadkommer rotation genom en strömmande vätska;
Grundfunktioner och Komponenter;MMD;pneumatic motor;fluid powered driving object providing rotation by a pressurized gas;;Pneumatisk motor;flödesdrivande objekt som åstadkommer rotation genom trycksatt gas;
Grundfunktioner och Komponenter;MS;combustion engine;driving object powered by combustion of fuels;;Förbränningsmotor;drivande objekt genom bränsleförbränning;
Grundfunktioner och Komponenter;MSA;Otto cycle engine;combustion engine in cylinders with pistons powered by spark ignited combustion;spark plug motor;Ottomotor;förbränningsmotor med kolvar som kraftsätts av gnistantänd förbränning;tändstiftsmotor
Grundfunktioner och Komponenter;MSB;Diesel cycle engine;combustion engine in cylinders with pistons powered by compressed ignited combustion;;Dieselmotor;förbränningsmotor med kolvar som kraftsätts av kompressionsantänd förbränning;
Grundfunktioner och Komponenter;MSC;Wankel engine;combustion engine in circular compartment with eccentric rotary piston powered by spark ignited combustion;;Wankelmotor;förbränningsmotor med excentriskt roterade kolv i en cirkulär omslutning kraftsatt  av gnistantänd förbränning;
Grundfunktioner och Komponenter;MT;heat engine;driving object powered by an external heat source;;Värmemotor;drivande objekt genom extern värmekälla;
Grundfunktioner och Komponenter;MTA;steam engine;heat engine utilizing expanding steam acting on one piston;;Ångmaskin;värmemotor genom expanderande ånga som verkar på en kolv;ångturbin
